,Date,home,visitor,hgoal,vgoal
1382,12/03/2016,New England Revolution,DC United,0,0
1383,12/03/2016,Montreal Impact,New York Red Bulls,3,0
1384,12/03/2016,Real Salt Lake,Seattle Sounders,2,1
1385,13/03/2016,Colorado Rapids,Los Angeles Galaxy,1,0
1386,13/03/2016,Columbus Crew,Philadelphia Union,1,2
1387,13/03/2016,Houston Dynamo,FC Dallas,5,0
1388,13/03/2016,Sporting Kansas City,Vancouver Whitecaps,2,1
1389,13/03/2016,New York City,Toronto FC,2,2
1390,13/03/2016,San Jose Earthquakes,Portland Timbers,2,1
1391,18/03/2016,New York City,Orlando City,0,1
1392,19/03/2016,Chicago Fire,Columbus Crew,0,0
1393,19/03/2016,New York Red Bulls,Houston Dynamo,4,3
1394,20/03/2016,FC Dallas,Montreal Impact,2,0
1395,20/03/2016,Seattle Sounders,Vancouver Whitecaps,1,2
1396,20/03/2016,Los Angeles Galaxy,San Jose Earthquakes,3,1
1397,20/03/2016,Portland Timbers,Real Salt Lake,2,2
1398,20/03/2016,Philadelphia Union,New England Revolution,3,0
1399,20/03/2016,DC United,Colorado Rapids,1,1
1400,20/03/2016,Sporting Kansas City,Toronto FC,1,0
1401,26/03/2016,New York City,New England Revolution,1,1
1402,26/03/2016,DC United,FC Dallas,0,3
1403,27/03/2016,Vancouver Whitecaps,Houston Dynamo,1,0
1404,02/04/2016,New England Revolution,New York Red Bulls,1,0
1405,02/04/2016,Chicago Fire,Philadelphia Union,1,0
1406,03/04/2016,Colorado Rapids,Toronto FC,1,0
1407,03/04/2016,Sporting Kansas City,Real Salt Lake,1,2
1408,03/04/2016,FC Dallas,Columbus Crew,1,1
1409,03/04/2016,Seattle Sounders,Montreal Impact,1,0
1410,03/04/2016,Vancouver Whitecaps,Los Angeles Galaxy,0,0
1411,03/04/2016,San Jose Earthquakes,DC United,1,1
1412,04/04/2016,Orlando City,Portland Timbers,4,1
1413,09/04/2016,Philadelphia Union,Orlando City,2,1
1414,09/04/2016,Montreal Impact,Columbus Crew,2,0
1415,09/04/2016,New England Revolution,Toronto FC,1,1
1416,09/04/2016,DC United,Vancouver Whitecaps,4,0
1417,10/04/2016,New York Red Bulls,Sporting Kansas City,0,2
1418,10/04/2016,FC Dallas,San Jose Earthquakes,2,2
1419,10/04/2016,Real Salt Lake,Colorado Rapids,1,0
1420,10/04/2016,Houston Dynamo,Seattle Sounders,1,1
1421,11/04/2016,New York City,Chicago Fire,0,0
1422,11/04/2016,Los Angeles Galaxy,Portland Timbers,1,1
1423,14/04/2016,Sporting Kansas City,Colorado Rapids,1,2
1424,14/04/2016,Portland Timbers,FC Dallas,1,3
1425,14/04/2016,San Jose Earthquakes,New York Red Bulls,2,0
1426,16/04/2016,Houston Dynamo,Los Angeles Galaxy,1,4
1427,16/04/2016,Chicago Fire,Montreal Impact,1,2
1428,16/04/2016,DC United,Toronto FC,0,1
1429,17/04/2016,Columbus Crew,New York City,3,2
1430,17/04/2016,Colorado Rapids,New York Red Bulls,2,1
1431,17/04/2016,Real Salt Lake,Vancouver Whitecaps,1,0
1432,17/04/2016,Seattle Sounders,Philadelphia Union,2,1
1433,17/04/2016,Portland Timbers,San Jose Earthquakes,3,1
1434,17/04/2016,Orlando City,New England Revolution,2,2
1435,18/04/2016,FC Dallas,Sporting Kansas City,2,1
1436,23/04/2016,Montreal Impact,Toronto FC,0,2
1437,23/04/2016,Philadelphia Union,New York City,2,0
1438,23/04/2016,DC United,New England Revolution,3,0
1439,24/04/2016,Columbus Crew,Houston Dynamo,1,0
1440,24/04/2016,Colorado Rapids,Seattle Sounders,3,1
1441,24/04/2016,Los Angeles Galaxy,Real Salt Lake,5,2
1442,24/04/2016,Vancouver Whitecaps,FC Dallas,3,0
1443,24/04/2016,San Jose Earthquakes,Sporting Kansas City,1,0
1444,25/04/2016,New York Red Bulls,Orlando City,3,2
1445,28/04/2016,New York City,Montreal Impact,1,1
1446,28/04/2016,New England Revolution,Portland Timbers,1,1
1447,28/04/2016,Vancouver Whitecaps,Sporting Kansas City,1,1
1448,30/04/2016,New York Red Bulls,FC Dallas,4,0
1449,30/04/2016,Montreal Impact,Colorado Rapids,2,2
1450,30/04/2016,New York City,Vancouver Whitecaps,3,2
1451,30/04/2016,Philadelphia Union,San Jose Earthquakes,1,1
1452,30/04/2016,Seattle Sounders,Columbus Crew,1,0
1453,30/04/2016,Chicago Fire,DC United,1,1
1454,01/05/2016,New England Revolution,Orlando City,2,2
1455,01/05/2016,Real Salt Lake,Houston Dynamo,2,1
1456,01/05/2016,Portland Timbers,Toronto FC,2,1
1457,02/05/2016,Sporting Kansas City,Los Angeles Galaxy,1,1
1458,07/05/2016,Orlando City,New York Red Bulls,1,1
1459,07/05/2016,Vancouver Whitecaps,Portland Timbers,2,1
1460,08/05/2016,Columbus Crew,Montreal Impact,4,4
1461,08/05/2016,Toronto FC,FC Dallas,1,0
1462,08/05/2016,Houston Dynamo,Sporting Kansas City,2,0
1463,08/05/2016,Colorado Rapids,Real Salt Lake,1,0
1464,08/05/2016,Seattle Sounders,San Jose Earthquakes,2,0
1465,08/05/2016,Los Angeles Galaxy,New England Revolution,4,2
1466,09/05/2016,DC United,New York City,0,2
1467,12/05/2016,Philadelphia Union,Los Angeles Galaxy,2,2
1468,12/05/2016,Colorado Rapids,Sporting Kansas City,1,0
1469,12/05/2016,FC Dallas,Portland Timbers,2,1
1470,12/05/2016,Vancouver Whitecaps,Chicago Fire,2,1
1471,12/05/2016,San Jose Earthquakes,Houston Dynamo,3,1
1472,14/05/2016,DC United,New York Red Bulls,2,0
1473,14/05/2016,Montreal Impact,Philadelphia Union,1,1
1474,15/05/2016,Columbus Crew,Colorado Rapids,1,1
1475,15/05/2016,New England Revolution,Chicago Fire,2,0
1476,15/05/2016,Toronto FC,Vancouver Whitecaps,3,4
1477,15/05/2016,FC Dallas,Seattle Sounders,2,0
1478,15/05/2016,Houston Dynamo,Real Salt Lake,1,0
1479,15/05/2016,Sporting Kansas City,Orlando City,2,1
1480,16/05/2016,Portland Timbers,New York City,1,2
1481,19/05/2016,Toronto FC,New York City,1,1
1482,19/05/2016,New York Red Bulls,Chicago Fire,1,0
1483,21/05/2016,Philadelphia Union,DC United,1,0
1484,21/05/2016,New York City,New York Red Bulls,0,7
1485,21/05/2016,Chicago Fire,Houston Dynamo,1,0
1486,21/05/2016,Toronto FC,Columbus Crew,0,0
1487,22/05/2016,New England Revolution,FC Dallas,2,4
1488,22/05/2016,Orlando City,Montreal Impact,2,1
1489,22/05/2016,Sporting Kansas City,Real Salt Lake,1,3
1490,22/05/2016,Seattle Sounders,Colorado Rapids,0,1
1491,22/05/2016,Portland Timbers,Vancouver Whitecaps,4,2
1492,23/05/2016,Los Angeles Galaxy,San Jose Earthquakes,1,1
1493,26/05/2016,Orlando City,Philadelphia Union,2,2
1494,28/05/2016,Sporting Kansas City,DC United,0,1
1495,28/05/2016,Vancouver Whitecaps,Houston Dynamo,1,1
1496,29/05/2016,New York Red Bulls,Toronto FC,3,0
1497,29/05/2016,Columbus Crew,Real Salt Lake,4,3
1498,29/05/2016,New England Revolution,Seattle Sounders,2,1
1499,29/05/2016,Montreal Impact,Los Angeles Galaxy,3,2
1500,29/05/2016,Chicago Fire,Portland Timbers,1,1
1501,29/05/2016,Colorado Rapids,Philadelphia Union,1,1
1502,29/05/2016,San Jose Earthquakes,FC Dallas,0,0
1503,29/05/2016,New York City,Orlando City,2,2
1504,02/06/2016,Philadelphia Union,Columbus Crew,3,2
1505,02/06/2016,DC United,Seattle Sounders,0,2
1506,02/06/2016,Portland Timbers,San Jose Earthquakes,1,0
1507,03/06/2016,New York City,Real Salt Lake,2,3
1508,03/06/2016,FC Dallas,Houston Dynamo,1,1
1509,03/06/2016,Los Angeles Galaxy,Sporting Kansas City,0,0
1510,18/06/2016,New York City,Philadelphia Union,3,2
1511,19/06/2016,Vancouver Whitecaps,New England Revolution,1,2
1512,19/06/2016,Columbus Crew,Montreal Impact,0,0
1513,19/06/2016,Orlando City,San Jose Earthquakes,2,2
1514,19/06/2016,Toronto FC,Los Angeles Galaxy,1,0
1515,19/06/2016,Colorado Rapids,Chicago Fire,2,1
1516,19/06/2016,Houston Dynamo,DC United,0,0
1517,19/06/2016,Real Salt Lake,Portland Timbers,2,2
1518,19/06/2016,Sporting Kansas City,FC Dallas,2,0
1519,20/06/2016,New York Red Bulls,Seattle Sounders,2,0
1520,23/06/2016,Philadelphia Union,Chicago Fire,4,3
1521,23/06/2016,Real Salt Lake,New York Red Bulls,2,1
1522,23/06/2016,Los Angeles Galaxy,Colorado Rapids,0,0
1523,25/06/2016,Seattle Sounders,New York City,0,2
1524,26/06/2016,DC United,New England Revolution,2,0
1525,26/06/2016,Philadelphia Union,Vancouver Whitecaps,2,3
1526,26/06/2016,Columbus Crew,New York Red Bulls,1,1
1527,26/06/2016,Montreal Impact,Sporting Kansas City,2,2
1528,26/06/2016,Orlando City,Toronto FC,3,2
1529,26/06/2016,FC Dallas,Real Salt Lake,2,0
1530,26/06/2016,San Jose Earthquakes,Los Angeles Galaxy,1,1
1531,26/06/2016,Portland Timbers,Houston Dynamo,3,2
1532,02/07/2016,Chicago Fire,San Jose Earthquakes,1,0
1533,02/07/2016,Real Salt Lake,DC United,1,1
1534,02/07/2016,Montreal Impact,New England Revolution,3,2
1535,03/07/2016,Toronto FC,Seattle Sounders,1,1
1536,03/07/2016,Houston Dynamo,Philadelphia Union,1,0
1537,03/07/2016,New York City,New York Red Bulls,2,0
1538,04/07/2016,Sporting Kansas City,Columbus Crew,3,2
1539,05/07/2016,Colorado Rapids,Portland Timbers,0,0
1540,05/07/2016,FC Dallas,Orlando City,4,0
1541,05/07/2016,Los Angeles Galaxy,Vancouver Whitecaps,2,0
1542,07/07/2016,New England Revolution,New York City,0,1
1543,09/07/2016,Orlando City,Houston Dynamo,0,0
1544,09/07/2016,San Jose Earthquakes,FC Dallas,0,1
1545,09/07/2016,Seattle Sounders,Los Angeles Galaxy,0,1
1546,10/07/2016,Philadelphia Union,DC United,3,0
1547,10/07/2016,New England Revolution,Columbus Crew,3,1
1548,10/07/2016,Toronto FC,Chicago Fire,1,0
1549,10/07/2016,Real Salt Lake,Montreal Impact,1,1
1550,10/07/2016,Vancouver Whitecaps,Colorado Rapids,2,2
1551,10/07/2016,New York Red Bulls,Portland Timbers,0,0
1552,11/07/2016,Sporting Kansas City,New York City,3,1
1553,14/07/2016,Columbus Crew,Toronto FC,1,1
1554,14/07/2016,New York Red Bulls,Orlando City,2,0
1555,14/07/2016,Chicago Fire,Sporting Kansas City,1,0
1556,14/07/2016,Portland Timbers,Montreal Impact,1,1
1557,14/07/2016,Seattle Sounders,FC Dallas,5,0
1558,14/07/2016,Vancouver Whitecaps,Real Salt Lake,2,0
1559,16/07/2016,Los Angeles Galaxy,Houston Dynamo,1,0
1560,17/07/2016,Columbus Crew,DC United,1,1
1561,17/07/2016,Colorado Rapids,Sporting Kansas City,1,0
1562,17/07/2016,FC Dallas,Chicago Fire,3,1
1563,17/07/2016,Real Salt Lake,New England Revolution,0,0
1564,17/07/2016,Vancouver Whitecaps,Orlando City,2,2
1565,17/07/2016,San Jose Earthquakes,Toronto FC,2,1
1566,17/07/2016,Portland Timbers,Seattle Sounders,3,1
1567,17/07/2016,Montreal Impact,New York City,1,3
1568,18/07/2016,Philadelphia Union,New York Red Bulls,2,2
1569,23/07/2016,Real Salt Lake,San Jose Earthquakes,1,1
1570,23/07/2016,Portland Timbers,Los Angeles Galaxy,1,2
1571,24/07/2016,Columbus Crew,Orlando City,2,2
1572,24/07/2016,Montreal Impact,Philadelphia Union,5,1
1573,24/07/2016,New England Revolution,Chicago Fire,1,0
1574,24/07/2016,Toronto FC,DC United,4,1
1575,24/07/2016,Colorado Rapids,FC Dallas,1,1
1576,24/07/2016,Houston Dynamo,Vancouver Whitecaps,0,0
1577,24/07/2016,New York Red Bulls,New York City,4,1
1578,24/07/2016,Sporting Kansas City,Seattle Sounders,3,0
1579,30/07/2016,New York City,Colorado Rapids,5,1
1580,31/07/2016,Sporting Kansas City,Portland Timbers,1,0
1581,31/07/2016,Seattle Sounders,Los Angeles Galaxy,1,1
1582,31/07/2016,FC Dallas,Vancouver Whitecaps,2,0
1583,31/07/2016,DC United,Montreal Impact,1,1
1584,01/08/2016,Chicago Fire,New York Red Bulls,2,2
1585,01/08/2016,Philadelphia Union,Real Salt Lake,1,2
1586,01/08/2016,Orlando City,New England Revolution,3,1
1587,01/08/2016,Toronto FC,Columbus Crew,3,0
1588,01/08/2016,Houston Dynamo,San Jose Earthquakes,1,1
1589,04/08/2016,Toronto FC,Real Salt Lake,1,0
1590,06/08/2016,San Jose Earthquakes,New York City,0,0
1591,07/08/2016,DC United,Philadelphia Union,2,2
1592,07/08/2016,Montreal Impact,Houston Dynamo,1,0
1593,07/08/2016,Toronto FC,New England Revolution,4,1
1594,07/08/2016,Colorado Rapids,Vancouver Whitecaps,2,0
1595,07/08/2016,Real Salt Lake,Chicago Fire,3,1
1596,07/08/2016,Portland Timbers,Sporting Kansas City,3,0
1597,08/08/2016,Orlando City,Seattle Sounders,1,3
1598,08/08/2016,Los Angeles Galaxy,New York Red Bulls,2,2
1599,13/08/2016,Vancouver Whitecaps,San Jose Earthquakes,1,2
1600,14/08/2016,New York Red Bulls,Montreal Impact,3,1
1601,14/08/2016,Columbus Crew,New York City,3,3
1602,14/08/2016,New England Revolution,Philadelphia Union,0,4
1603,14/08/2016,DC United,Portland Timbers,2,0
1604,14/08/2016,FC Dallas,Sporting Kansas City,2,2
1605,14/08/2016,Los Angeles Galaxy,Colorado Rapids,1,1
1606,14/08/2016,Chicago Fire,Orlando City,2,2
1607,15/08/2016,Seattle Sounders,Real Salt Lake,2,1
1608,15/08/2016,Houston Dynamo,Toronto FC,1,1
1609,20/08/2016,San Jose Earthquakes,Houston Dynamo,1,2
1610,20/08/2016,New York City,Los Angeles Galaxy,1,0
1611,21/08/2016,Philadelphia Union,Toronto FC,1,3
1612,21/08/2016,Montreal Impact,Chicago Fire,0,3
1613,21/08/2016,New England Revolution,Columbus Crew,0,2
1614,21/08/2016,Colorado Rapids,Orlando City,0,0
1615,21/08/2016,Real Salt Lake,FC Dallas,1,0
1616,21/08/2016,Sporting Kansas City,Vancouver Whitecaps,2,0
1617,21/08/2016,DC United,New York Red Bulls,2,2
1618,22/08/2016,Seattle Sounders,Portland Timbers,3,1
1619,25/08/2016,Columbus Crew,Philadelphia Union,1,2
1620,25/08/2016,Montreal Impact,DC United,1,1
1621,25/08/2016,Orlando City,Toronto FC,1,2
1622,25/08/2016,Chicago Fire,Los Angeles Galaxy,2,2
1623,25/08/2016,Houston Dynamo,Seattle Sounders,1,1
1624,25/08/2016,San Jose Earthquakes,New England Revolution,0,0
1625,27/08/2016,Real Salt Lake,Colorado Rapids,2,1
1626,28/08/2016,DC United,Chicago Fire,6,2
1627,28/08/2016,Philadelphia Union,Sporting Kansas City,2,0
1628,28/08/2016,Columbus Crew,San Jose Earthquakes,2,0
1629,28/08/2016,Toronto FC,Montreal Impact,0,1
1630,28/08/2016,Houston Dynamo,FC Dallas,1,3
1631,28/08/2016,Los Angeles Galaxy,Vancouver Whitecaps,0,0
1632,28/08/2016,New York Red Bulls,New England Revolution,1,0
1633,28/08/2016,Portland Timbers,Seattle Sounders,4,2
1634,29/08/2016,Orlando City,New York City,2,1
1635,02/09/2016,New York City,DC United,3,2
1636,04/09/2016,Vancouver Whitecaps,New York Red Bulls,0,1
1637,04/09/2016,New England Revolution,Colorado Rapids,2,0
1638,04/09/2016,Chicago Fire,Philadelphia Union,3,0
1639,04/09/2016,FC Dallas,Portland Timbers,3,1
1640,04/09/2016,Los Angeles Galaxy,Columbus Crew,2,1
1641,08/09/2016,Montreal Impact,Orlando City,1,4
1642,08/09/2016,Real Salt Lake,Los Angeles Galaxy,3,3
1643,10/09/2016,Sporting Kansas City,Houston Dynamo,3,3
1644,10/09/2016,Columbus Crew,Vancouver Whitecaps,1,3
1645,11/09/2016,Philadelphia Union,Montreal Impact,1,1
1646,11/09/2016,New England Revolution,New York City,3,1
1647,11/09/2016,Chicago Fire,Toronto FC,1,2
1648,11/09/2016,FC Dallas,Colorado Rapids,0,1
1649,11/09/2016,Portland Timbers,Real Salt Lake,1,0
1650,11/09/2016,San Jose Earthquakes,Seattle Sounders,1,1
1651,11/09/2016,New York Red Bulls,DC United,2,2
1652,12/09/2016,Los Angeles Galaxy,Orlando City,4,2
1653,17/09/2016,Chicago Fire,DC United,2,2
1654,17/09/2016,Seattle Sounders,Vancouver Whitecaps,1,0
1655,17/09/2016,Portland Timbers,Philadelphia Union,2,1
1656,18/09/2016,New York City,FC Dallas,2,2
1657,18/09/2016,Montreal Impact,New England Revolution,1,3
1658,18/09/2016,Orlando City,Columbus Crew,1,4
1659,18/09/2016,Colorado Rapids,San Jose Earthquakes,0,0
1660,18/09/2016,Real Salt Lake,Houston Dynamo,0,1
1661,18/09/2016,Sporting Kansas City,Los Angeles Galaxy,2,2
1662,18/09/2016,Toronto FC,New York Red Bulls,3,3
1663,24/09/2016,New York City,Chicago Fire,4,1
1664,24/09/2016,Toronto FC,Philadelphia Union,1,1
1665,25/09/2016,DC United,Orlando City,4,1
1666,25/09/2016,New York Red Bulls,Montreal Impact,1,0
1667,25/09/2016,Vancouver Whitecaps,Colorado Rapids,3,3
1668,25/09/2016,Houston Dynamo,Portland Timbers,3,1
1669,25/09/2016,Real Salt Lake,FC Dallas,0,0
1670,25/09/2016,San Jose Earthquakes,Sporting Kansas City,1,2
1671,25/09/2016,Los Angeles Galaxy,Seattle Sounders,2,4
1672,26/09/2016,Columbus Crew,New England Revolution,2,0
1673,29/09/2016,DC United,Columbus Crew,3,0
1674,29/09/2016,Montreal Impact,San Jose Earthquakes,3,1
1675,29/09/2016,Toronto FC,Orlando City,0,0
1676,29/09/2016,Seattle Sounders,Chicago Fire,1,0
1677,01/10/2016,Houston Dynamo,New York City,0,2
1678,02/10/2016,New York Red Bulls,Philadelphia Union,3,2
1679,02/10/2016,Columbus Crew,Chicago Fire,3,0
1680,02/10/2016,New England Revolution,Sporting Kansas City,3,1
1681,02/10/2016,Toronto FC,DC United,1,2
1682,02/10/2016,Colorado Rapids,Portland Timbers,1,0
1683,02/10/2016,FC Dallas,Los Angeles Galaxy,1,0
1684,02/10/2016,San Jose Earthquakes,Real Salt Lake,2,1
1685,02/10/2016,Orlando City,Montreal Impact,0,1
1686,03/10/2016,Vancouver Whitecaps,Seattle Sounders,1,2
1687,09/10/2016,Houston Dynamo,Colorado Rapids,2,3
1688,13/10/2016,Seattle Sounders,Houston Dynamo,0,0
1689,14/10/2016,Chicago Fire,Columbus Crew,2,2
1690,14/10/2016,Colorado Rapids,San Jose Earthquakes,2,1
1691,16/10/2016,Chicago Fire,New England Revolution,2,1
1692,16/10/2016,DC United,New York City,3,1
1693,16/10/2016,Montreal Impact,Toronto FC,2,2
1694,16/10/2016,New York Red Bulls,Columbus Crew,3,2
1695,16/10/2016,Philadelphia Union,Orlando City,0,2
1696,16/10/2016,FC Dallas,Seattle Sounders,2,1
1697,16/10/2016,Houston Dynamo,Los Angeles Galaxy,0,1
1698,16/10/2016,Portland Timbers,Colorado Rapids,1,0
1699,16/10/2016,Real Salt Lake,Sporting Kansas City,0,0
1700,16/10/2016,San Jose Earthquakes,Vancouver Whitecaps,0,0
1701,23/10/2016,Colorado Rapids,Houston Dynamo,1,1
1702,23/10/2016,Los Angeles Galaxy,FC Dallas,0,0
1703,23/10/2016,New England Revolution,Montreal Impact,3,0
1704,23/10/2016,New York City,Columbus Crew,4,1
1705,23/10/2016,Orlando City,DC United,4,2
1706,23/10/2016,Philadelphia Union,New York Red Bulls,0,2
1707,23/10/2016,Seattle Sounders,Real Salt Lake,2,1
1708,23/10/2016,Sporting Kansas City,San Jose Earthquakes,2,0
1709,23/10/2016,Toronto FC,Chicago Fire,3,2
1710,23/10/2016,Vancouver Whitecaps,Portland Timbers,4,1
1711,27/10/2016,Toronto FC,Philadelphia Union,3,1
1712,27/10/2016,Los Angeles Galaxy,Real Salt Lake,3,1
1713,28/10/2016,DC United,Montreal Impact,2,4
1714,28/10/2016,Seattle Sounders,Sporting Kansas City,1,0
1715,30/10/2016,Montreal Impact,New York Red Bulls,1,0
1716,30/10/2016,Los Angeles Galaxy,Colorado Rapids,1,0
1717,30/10/2016,Toronto FC,New York City,2,0
1718,31/10/2016,Seattle Sounders,FC Dallas,3,0
1719,06/11/2016,Colorado Rapids,Los Angeles Galaxy,1,0
1720,06/11/2016,New York Red Bulls,Montreal Impact,1,2
1721,06/11/2016,New York City,Toronto FC,0,5
1722,07/11/2016,FC Dallas,Seattle Sounders,2,1
1723,23/11/2016,Montreal Impact,Toronto FC,3,2
1724,23/11/2016,Seattle Sounders,Colorado Rapids,2,1
1725,27/11/2016,Colorado Rapids,Seattle Sounders,0,1
1726,01/12/2016,Toronto FC,Montreal Impact,3,2
1727,11/12/2016,Toronto FC,Seattle Sounders,0,0
1728,04/03/2017,Portland Timbers,Minnesota United,5,1
1729,04/03/2017,Columbus Crew,Chicago Fire,1,1
1730,04/03/2017,Los Angeles Galaxy,FC Dallas,1,2
1731,04/03/2017,Real Salt Lake,Toronto FC,0,0
1732,04/03/2017,Colorado Rapids,New England Revolution,1,0
1733,05/03/2017,DC United,Sporting Kansas City,0,0
1734,05/03/2017,Houston Dynamo,Seattle Sounders,2,1
1735,05/03/2017,San Jose Earthquakes,Montreal Impact,1,0
1736,05/03/2017,Orlando City,New York City,1,0
1737,06/03/2017,Atlanta United,New York Red Bulls,1,2
1738,06/03/2017,Vancouver Whitecaps,Philadelphia Union,0,0
1739,11/03/2017,Chicago Fire,Real Salt Lake,2,0
1740,11/03/2017,New York Red Bulls,Colorado Rapids,1,0
1741,11/03/2017,Philadelphia Union,Toronto FC,2,2
1742,12/03/2017,Montreal Impact,Seattle Sounders,2,2
1743,12/03/2017,Houston Dynamo,Columbus Crew,3,1
1744,12/03/2017,Sporting Kansas City,FC Dallas,0,0
1745,12/03/2017,San Jose Earthquakes,Vancouver Whitecaps,3,2
1746,12/03/2017,New York City,DC United,4,0
1747,12/03/2017,Minnesota United,Atlanta United,1,6
1748,12/03/2017,Los Angeles Galaxy,Portland Timbers,0,1
1749,18/03/2017,New York City,Montreal Impact,1,1
1750,18/03/2017,Atlanta United,Chicago Fire,4,0
1751,18/03/2017,Vancouver Whitecaps,Toronto FC,0,2
1752,18/03/2017,DC United,Columbus Crew,0,2
1753,18/03/2017,Orlando City,Philadelphia Union,2,1
1754,19/03/2017,FC Dallas,New England Revolution,2,1
1755,19/03/2017,Sporting Kansas City,San Jose Earthquakes,2,1
1756,19/03/2017,Colorado Rapids,Minnesota United,2,2
1757,19/03/2017,Real Salt Lake,Los Angeles Galaxy,1,2
1758,19/03/2017,Portland Timbers,Houston Dynamo,4,2
1759,19/03/2017,Seattle Sounders,New York Red Bulls,3,1
1760,25/03/2017,New England Revolution,Minnesota United,5,2
1761,25/03/2017,New York Red Bulls,Real Salt Lake,0,0
1762,25/03/2017,Columbus Crew,Portland Timbers,3,2
1763,01/04/2017,Toronto FC,Sporting Kansas City,0,0
1764,01/04/2017,Seattle Sounders,Atlanta United,0,0
1765,01/04/2017,New York City,San Jose Earthquakes,2,1
1766,01/04/2017,Chicago Fire,Montreal Impact,2,2
1767,01/04/2017,Columbus Crew,Orlando City,2,0
1768,02/04/2017,DC United,Philadelphia Union,2,1
1769,02/04/2017,Minnesota United,Real Salt Lake,4,2
1770,02/04/2017,Houston Dynamo,New York Red Bulls,4,1
1771,02/04/2017,Vancouver Whitecaps,Los Angeles Galaxy,4,2
1772,03/04/2017,Portland Timbers,New England Revolution,1,1
1773,08/04/2017,Los Angeles Galaxy,Montreal Impact,2,0
1774,08/04/2017,Chicago Fire,Columbus Crew,1,0
1775,08/04/2017,New England Revolution,Houston Dynamo,2,0
1776,08/04/2017,DC United,New York City,2,1
1777,09/04/2017,Philadelphia Union,Portland Timbers,1,3
1778,09/04/2017,Toronto FC,Atlanta United,2,2
1779,09/04/2017,FC Dallas,Minnesota United,2,0
1780,09/04/2017,Real Salt Lake,Vancouver Whitecaps,3,0
1781,09/04/2017,San Jose Earthquakes,Seattle Sounders,1,1
1782,09/04/2017,Orlando City,New York Red Bulls,1,0
1783,10/04/2017,Sporting Kansas City,Colorado Rapids,3,1
1784,15/04/2017,Philadelphia Union,New York City,0,2
1785,15/04/2017,Vancouver Whitecaps,Seattle Sounders,2,1
1786,15/04/2017,San Jose Earthquakes,FC Dallas,1,1
1787,15/04/2017,Montreal Impact,Atlanta United,2,1
1788,15/04/2017,Orlando City,Los Angeles Galaxy,2,1
1789,15/04/2017,Chicago Fire,New England Revolution,3,0
1790,16/04/2017,New York Red Bulls,DC United,2,0
1791,16/04/2017,Columbus Crew,Toronto FC,2,1
1792,16/04/2017,Houston Dynamo,Minnesota United,2,2
1793,16/04/2017,Colorado Rapids,Real Salt Lake,1,2
1794,16/04/2017,Portland Timbers,Sporting Kansas City,0,1
1795,20/04/2017,New England Revolution,San Jose Earthquakes,0,0
1796,22/04/2017,Toronto FC,Chicago Fire,3,1
1797,22/04/2017,Philadelphia Union,Montreal Impact,3,3
1798,22/04/2017,Houston Dynamo,San Jose Earthquakes,2,0
1799,22/04/2017,Portland Timbers,Vancouver Whitecaps,2,1
1800,23/04/2017,New England Revolution,DC United,2,2
1801,23/04/2017,New York Red Bulls,Columbus Crew,2,0
1802,23/04/2017,FC Dallas,Sporting Kansas City,1,0
1803,23/04/2017,Real Salt Lake,Atlanta United,1,3
1804,23/04/2017,New York City,Orlando City,1,2
1805,23/04/2017,Los Angeles Galaxy,Seattle Sounders,0,3
1806,23/04/2017,Minnesota United,Colorado Rapids,1,0
1807,29/04/2017,Toronto FC,Houston Dynamo,2,0
1808,29/04/2017,Montreal Impact,Vancouver Whitecaps,1,2
1809,29/04/2017,Orlando City,Colorado Rapids,2,0
1810,30/04/2017,Columbus Crew,New York City,2,3
1811,30/04/2017,New York Red Bulls,Chicago Fire,2,1
1812,30/04/2017,FC Dallas,Portland Timbers,2,2
1813,30/04/2017,Minnesota United,San Jose Earthquakes,0,1
1814,30/04/2017,Sporting Kansas City,Real Salt Lake,3,0
1815,30/04/2017,Seattle Sounders,New England Revolution,3,3
1816,30/04/2017,Los Angeles Galaxy,Philadelphia Union,0,0
1817,30/04/2017,Atlanta United,DC United,1,3
1818,04/05/2017,Toronto FC,Orlando City,2,1
1819,04/05/2017,Sporting Kansas City,New York Red Bulls,2,0
1820,06/05/2017,Colorado Rapids,Vancouver Whitecaps,0,1
1821,06/05/2017,Seattle Sounders,Toronto FC,0,1
1822,06/05/2017,DC United,Montreal Impact,0,1
1823,07/05/2017,Philadelphia Union,New York Red Bulls,3,0
1824,07/05/2017,Columbus Crew,New England Revolution,2,0
1825,07/05/2017,Houston Dynamo,Orlando City,4,0
1826,07/05/2017,Real Salt Lake,FC Dallas,0,3
1827,07/05/2017,Los Angeles Galaxy,Chicago Fire,2,2
1828,07/05/2017,San Jose Earthquakes,Portland Timbers,3,0
1829,07/05/2017,Minnesota United,Sporting Kansas City,2,0
1830,07/05/2017,New York City,Atlanta United,3,1
1831,11/05/2017,Columbus Crew,Toronto FC,1,2
1832,13/05/2017,Houston Dynamo,Vancouver Whitecaps,2,1
1833,13/05/2017,Toronto FC,Minnesota United,3,2
1834,13/05/2017,Colorado Rapids,San Jose Earthquakes,3,0
1835,13/05/2017,Montreal Impact,Columbus Crew,2,3
1836,14/05/2017,DC United,Philadelphia Union,0,4
1837,14/05/2017,Orlando City,Sporting Kansas City,2,2
1838,14/05/2017,New England Revolution,Real Salt Lake,4,0
